# left: rho: 1.0; u: -2.0; p: 0.4
# right: rho: 1.0; u: 2.0; p: 0.4
# gamma = 1.4
# time = 0.15
#          x                   rho                   u                    p                    e          
            0.71484375         0.1765116756         0.9033001578        0.03528115579         0.4997000295
            0.72265625         0.1914773004         0.9467029355        0.03953886565          0.516234373
            0.73046875         0.2074412319         0.9901057133        0.04422960973         0.5330378311
            0.73828125         0.2244526027          1.033508491        0.04938948474         0.5501104035
            0.74609375         0.2425621317          1.076911269        0.05505695548         0.5674520905
            0.75390625         0.2618221493          1.120314047        0.06127296952         0.5850628918
            0.76171875         0.2822866224          1.163716824        0.06808107547         0.6029428077
            0.76953125         0.3040111799          1.207119602          0.075527545         0.6210918379
            0.77734375         0.3270531379           1.25052238        0.08366149861         0.6395099826
            0.78515625         0.3514715244          1.293925158        0.09253503517         0.6581972418
            0.79296875         0.3773271053          1.337327936         0.1022033654         0.6771536154
            0.80078125         0.4046824088          1.380730713         0.1127249492         0.6963791034
            0.80859375         0.4336017512          1.424133491          0.124161637         0.7158737059
            0.81640625          0.464151262          1.467536269         0.1365788153         0.7356374228
            0.82421875         0.4963989087          1.510939047         0.1500455558         0.7556702542
            0.83203125         0.5304145224          1.554341824         0.1646347695            0.7759722
            0.83984375          0.566269823          1.597744602         0.1804233644         0.7965432603
            0.84765625         0.6040384441           1.64114738         0.1974924073          0.817383435
            0.85546875         0.6437959587          1.684550158         0.2159272909         0.8384927242
            0.86328125         0.6856199037          1.727952936         0.2358179039         0.8598711278
            0.87109375         0.7295898059          1.771355713         0.2572588071         0.8815186458
            0.87890625         0.7757872065          1.814758491         0.2803494123         0.9034352783
            0.88671875         0.8242956868          1.858161269         0.3051941675         0.9256210253
            0.89453125         0.8752008931          1.901564047         0.3319027451         0.9480758866
            0.90234375         0.9285905621          1.944966824          0.360590236         0.9707998625
            0.91015625          0.984554546          1.988369602         0.3913773478         0.9937929528
            0.91796875                    1                    2                  0.4                    1
            0.92578125                    1                    2                  0.4                    1
            0.93359375                    1                    2                  0.4                    1
            0.94140625                    1                    2                  0.4                    1
            0.94921875                    1                    2                  0.4                    1
            0.95703125                    1                    2                  0.4                    1
            0.96484375                    1                    2                  0.4                    1
            0.97265625                    1                    2                  0.4                    1
            0.98046875                    1                    2                  0.4                    1
            0.98828125                    1                    2                  0.4                    1
            0.99609375                    1                    2                  0.4                    1
